dependency1,dependency2,count,count1,count2,proportion1,proportion2,maxProportion
commons-lang:commons-lang,junit:junit,207,271,1314,0.76,0.16,0.76
mysql:mysql-connector-java,org.bouncycastle:bcprov-jdk15on,27,326,106,0.08,0.25,0.25
org.apache.httpcomponents:httpcore,org.hamcrest:hamcrest-library,21,152,136,0.14,0.15,0.15
org.apache.maven:maven-plugin-api,org.assertj:assertj-core,25,156,243,0.16,0.1,0.16
org.apache.maven:maven-core,org.openjdk.jmh:jmh-core,9,112,100,0.08,0.09,0.09
org.apache.httpcomponents:httpclient,org.apache.logging.log4j:log4j-slf4j-impl,50,384,120,0.13,0.42,0.42
org.apache.commons:commons-collections4,org.hamcrest:hamcrest-all,16,109,138,0.15,0.12,0.15
org.apache.commons:commons-collections4,org.apache.httpcomponents:httpcore,27,109,152,0.25,0.18,0.25
log4j:log4j,org.apache.commons:commons-collections4,21,296,109,0.07,0.19,0.19
org.apache.commons:commons-compress,org.apache.maven:maven-core,23,121,112,0.19,0.21,0.21
io.netty:netty-all,javax.servlet:servlet-api,13,125,158,0.1,0.08,0.1
commons-cli:commons-cli,javax.servlet:servlet-api,24,223,158,0.11,0.15,0.15
commons-cli:commons-cli,org.mockito:mockito-all,52,223,210,0.23,0.25,0.25
commons-collections:commons-collections,org.apache.maven.plugin-tools:maven-plugin-annotations,16,163,132,0.1,0.12,0.12
com.google.code.findbugs:jsr305,org.slf4j:jcl-over-slf4j,29,167,173,0.17,0.17,0.17
com.fasterxml.jackson.core:jackson-databind,org.apache.logging.log4j:log4j-api,70,453,158,0.15,0.44,0.44
com.squareup.okhttp3:okhttp,commons-cli:commons-cli,13,131,223,0.1,0.06,0.1
com.squareup.okhttp3:okhttp,org.yaml:snakeyaml,18,131,143,0.14,0.13,0.14
javax.inject:javax.inject,org.json:json,15,109,137,0.14,0.11,0.14
commons-beanutils:commons-beanutils,org.springframework:spring-context,50,163,240,0.31,0.21,0.31
joda-time:joda-time,org.json:json,33,222,137,0.15,0.24,0.24
joda-time:joda-time,org.assertj:assertj-core,33,222,243,0.15,0.14,0.15
joda-time:joda-time,org.apache.httpcomponents:httpclient,93,222,384,0.42,0.24,0.42
joda-time:joda-time,org.mockito:mockito-core,81,222,504,0.36,0.16,0.36
com.google.code.gson:gson,javax.annotation:javax.annotation-api,35,365,122,0.1,0.29,0.29
com.google.code.gson:gson,org.junit.jupiter:junit-jupiter-api,36,365,164,0.1,0.22,0.22
javax.servlet:servlet-api,org.apache.httpcomponents:httpclient,61,158,384,0.39,0.16,0.39
com.h2database:h2,org.apache.commons:commons-text,21,211,103,0.1,0.2,0.2
org.apache.commons:commons-collections4,org.javassist:javassist,23,109,132,0.21,0.17,0.21
javax.annotation:javax.annotation-api,javax.inject:javax.inject,31,122,109,0.25,0.28,0.28
commons-logging:commons-logging,org.hsqldb:hsqldb,36,217,120,0.17,0.3,0.3
org.apache.commons:commons-lang3,org.apache.zookeeper:zookeeper,67,548,107,0.12,0.63,0.63
org.apache.commons:commons-text,org.apache.zookeeper:zookeeper,10,103,107,0.1,0.09,0.1
ch.qos.logback:logback-core,org.mockito:mockito-core,45,113,504,0.4,0.09,0.4
joda-time:joda-time,org.slf4j:jcl-over-slf4j,54,222,173,0.24,0.31,0.31
commons-codec:commons-codec,javax.annotation:javax.annotation-api,36,356,122,0.1,0.3,0.3
org.eclipse.jetty:jetty-server,org.junit.jupiter:junit-jupiter-engine,18,148,200,0.12,0.09,0.12
org.hsqldb:hsqldb,redis.clients:jedis,11,120,111,0.09,0.1,0.1
javax.servlet:servlet-api,org.postgresql:postgresql,14,158,134,0.09,0.1,0.1
org.apache.commons:commons-collections4,org.apache.maven.plugin-tools:maven-plugin-annotations,15,109,132,0.14,0.11,0.14
org.apache.commons:commons-collections4,org.mockito:mockito-all,19,109,210,0.17,0.09,0.17
io.netty:netty-all,org.hibernate:hibernate-core,6,125,114,0.05,0.05,0.05
io.netty:netty-all,org.openjdk.jmh:jmh-core,12,125,100,0.1,0.12,0.12
org.hamcrest:hamcrest-library,org.hibernate:hibernate-core,17,136,114,0.13,0.15,0.15
org.powermock:powermock-module-junit4,org.slf4j:slf4j-simple,16,118,223,0.14,0.07,0.14
org.apache.zookeeper:zookeeper,org.hibernate:hibernate-core,10,107,114,0.09,0.09,0.09
org.hamcrest:hamcrest-all,org.hsqldb:hsqldb,10,138,120,0.07,0.08,0.08
org.openjdk.jmh:jmh-core,org.postgresql:postgresql,17,100,134,0.17,0.13,0.17
com.fasterxml.jackson.core:jackson-annotations,junit:junit,172,237,1314,0.73,0.13,0.73
javax.servlet:javax.servlet-api,joda-time:joda-time,69,281,222,0.25,0.31,0.31
javax.inject:javax.inject,org.bouncycastle:bcprov-jdk15on,14,109,106,0.13,0.13,0.13
com.fasterxml.jackson.core:jackson-core,org.mockito:mockito-all,53,287,210,0.18,0.25,0.25
com.google.inject:guice,commons-cli:commons-cli,23,114,223,0.2,0.1,0.2
commons-codec:commons-codec,org.hamcrest:hamcrest-library,44,356,136,0.12,0.32,0.32
mysql:mysql-connector-java,org.hamcrest:hamcrest-core,30,326,137,0.09,0.22,0.22
org.apache.httpcomponents:httpcore,org.springframework:spring-beans,27,152,151,0.18,0.18,0.18
javax.xml.bind:jaxb-api,org.apache.commons:commons-compress,30,169,121,0.18,0.25,0.25
org.slf4j:slf4j-simple,org.yaml:snakeyaml,21,223,143,0.09,0.15,0.15
com.h2database:h2,io.netty:netty-all,24,211,125,0.11,0.19,0.19
org.javassist:javassist,org.springframework:spring-webmvc,13,132,142,0.1,0.09,0.1
commons-cli:commons-cli,org.postgresql:postgresql,24,223,134,0.11,0.18,0.18
com.fasterxml.jackson.core:jackson-databind,com.h2database:h2,79,453,211,0.17,0.37,0.37
com.squareup.okhttp3:okhttp,org.hamcrest:hamcrest-core,10,131,137,0.08,0.07,0.08
org.apache.maven.plugin-tools:maven-plugin-annotations,redis.clients:jedis,8,132,111,0.06,0.07,0.07
javax.validation:validation-api,org.apache.maven:maven-plugin-api,15,110,156,0.14,0.1,0.14
com.google.inject:guice,org.apache.commons:commons-lang3,50,114,548,0.44,0.09,0.44
org.apache.maven:maven-plugin-api,org.springframework:spring-test,20,156,188,0.13,0.11,0.13
org.eclipse.jetty:jetty-server,org.jsoup:jsoup,20,148,133,0.14,0.15,0.15
com.fasterxml.jackson.core:jackson-databind,org.springframework:spring-test,93,453,188,0.21,0.49,0.49
com.fasterxml.jackson.core:jackson-annotations,org.testng:testng,33,237,158,0.14,0.21,0.21
com.fasterxml.jackson.core:jackson-annotations,org.apache.maven:maven-plugin-api,35,237,156,0.15,0.22,0.22
javax.validation:validation-api,org.apache.commons:commons-compress,15,110,121,0.14,0.12,0.14
javax.inject:javax.inject,org.projectlombok:lombok,12,109,233,0.11,0.05,0.11
org.eclipse.jetty:jetty-servlet,org.springframework:spring-jdbc,20,114,130,0.18,0.15,0.18
com.google.protobuf:protobuf-java,org.json:json,20,152,137,0.13,0.15,0.15
com.google.protobuf:protobuf-java,commons-beanutils:commons-beanutils,24,152,163,0.16,0.15,0.16
org.apache.logging.log4j:log4j-slf4j-impl,org.javassist:javassist,16,120,132,0.13,0.12,0.13
commons-lang:commons-lang,org.springframework:spring-webmvc,41,271,142,0.15,0.29,0.29
com.google.code.gson:gson,org.assertj:assertj-core,55,365,243,0.15,0.23,0.23
com.google.code.gson:gson,javax.xml.bind:jaxb-api,49,365,169,0.13,0.29,0.29
org.eclipse.jetty:jetty-server,org.projectlombok:lombok,14,148,233,0.09,0.06,0.09
log4j:log4j,mysql:mysql-connector-java,90,296,326,0.3,0.28,0.3
org.apache.commons:commons-compress,org.hibernate:hibernate-core,16,121,114,0.13,0.14,0.14
org.apache.commons:commons-compress,org.apache.logging.log4j:log4j-slf4j-impl,16,121,120,0.13,0.13,0.13
org.apache.commons:commons-compress,org.bouncycastle:bcprov-jdk15on,27,121,106,0.22,0.25,0.25
commons-io:commons-io,io.netty:netty-all,52,614,125,0.08,0.42,0.42
commons-io:commons-io,commons-logging:commons-logging,135,614,217,0.22,0.62,0.62
io.netty:netty-all,org.jsoup:jsoup,10,125,133,0.08,0.08,0.08
org.apache.commons:commons-math3,org.postgresql:postgresql,11,107,134,0.1,0.08,0.1
org.apache.commons:commons-math3,org.mockito:mockito-all,23,107,210,0.21,0.11,0.21
org.apache.zookeeper:zookeeper,org.jsoup:jsoup,7,107,133,0.07,0.05,0.07
ch.qos.logback:logback-classic,org.apache.commons:commons-math3,22,381,107,0.06,0.21,0.21
ch.qos.logback:logback-classic,com.google.code.findbugs:jsr305,37,381,167,0.1,0.22,0.22
ch.qos.logback:logback-classic,org.yaml:snakeyaml,47,381,143,0.12,0.33,0.33
com.fasterxml.jackson.core:jackson-databind,javax.annotation:javax.annotation-api,53,453,122,0.12,0.43,0.43
com.squareup.okhttp3:okhttp,org.apache.maven:maven-core,6,131,112,0.05,0.05,0.05
ch.qos.logback:logback-core,org.powermock:powermock-module-junit4,15,113,118,0.13,0.13,0.13
ch.qos.logback:logback-core,org.apache.commons:commons-math3,6,113,107,0.05,0.06,0.06
org.openjdk.jmh:jmh-core,org.powermock:powermock-module-junit4,7,100,118,0.07,0.06,0.07
com.fasterxml.jackson.core:jackson-annotations,javax.servlet:servlet-api,27,237,158,0.11,0.17,0.17
com.fasterxml.jackson.core:jackson-annotations,org.openjdk.jmh:jmh-core,20,237,100,0.08,0.2,0.2
commons-beanutils:commons-beanutils,org.apache.maven.plugin-tools:maven-plugin-annotations,19,163,132,0.12,0.14,0.14
org.apache.httpcomponents:httpcore,org.apache.maven:maven-plugin-api,21,152,156,0.14,0.13,0.14
org.apache.maven:maven-core,org.springframework:spring-test,14,112,188,0.13,0.07,0.13
org.bouncycastle:bcprov-jdk15on,org.powermock:powermock-module-junit4,12,106,118,0.11,0.1,0.11
org.eclipse.jetty:jetty-server,org.openjdk.jmh:jmh-core,12,148,100,0.08,0.12,0.12
commons-fileupload:commons-fileupload,org.postgresql:postgresql,12,148,134,0.08,0.09,0.09
log4j:log4j,org.apache.logging.log4j:log4j-slf4j-impl,15,296,120,0.05,0.13,0.13
org.apache.commons:commons-compress,org.slf4j:slf4j-api,82,121,795,0.68,0.1,0.68
commons-io:commons-io,org.hamcrest:hamcrest-all,68,614,138,0.11,0.49,0.49
commons-cli:commons-cli,mysql:mysql-connector-java,55,223,326,0.25,0.17,0.25
commons-logging:commons-logging,org.apache.commons:commons-collections4,34,217,109,0.16,0.31,0.31
org.apache.commons:commons-lang3,org.apache.maven:maven-plugin-api,63,548,156,0.11,0.4,0.4
com.squareup.okhttp3:okhttp,org.junit.jupiter:junit-jupiter-api,18,131,164,0.14,0.11,0.14
ch.qos.logback:logback-core,com.alibaba:fastjson,24,113,207,0.21,0.12,0.21
ch.qos.logback:logback-core,org.junit.jupiter:junit-jupiter-engine,15,113,200,0.13,0.08,0.13
com.fasterxml.jackson.core:jackson-annotations,org.yaml:snakeyaml,45,237,143,0.19,0.31,0.31
javax.inject:javax.inject,javax.validation:validation-api,21,109,110,0.19,0.19,0.19
com.google.protobuf:protobuf-java,org.apache.httpcomponents:httpclient,56,152,384,0.37,0.15,0.37
org.assertj:assertj-core,org.springframework:spring-webmvc,22,243,142,0.09,0.15,0.15
javax.servlet:servlet-api,org.apache.maven:maven-core,12,158,112,0.08,0.11,0.11
com.h2database:h2,mysql:mysql-connector-java,98,211,326,0.46,0.3,0.46
io.netty:netty-all,org.mockito:mockito-all,22,125,210,0.18,0.1,0.18
com.alibaba:fastjson,org.springframework:spring-core,34,207,186,0.16,0.18,0.18
org.apache.commons:commons-math3,org.springframework:spring-webmvc,2,107,142,0.02,0.01,0.02
org.jsoup:jsoup,org.springframework:spring-beans,14,133,151,0.11,0.09,0.11
com.squareup.okhttp3:okhttp,commons-io:commons-io,50,131,614,0.38,0.08,0.38
com.squareup.okhttp3:okhttp,commons-collections:commons-collections,12,131,163,0.09,0.07,0.09
javax.servlet:javax.servlet-api,org.apache.logging.log4j:log4j-api,46,281,158,0.16,0.29,0.29
javax.validation:validation-api,org.springframework:spring-core,29,110,186,0.26,0.16,0.26
com.fasterxml.jackson.core:jackson-core,org.apache.commons:commons-math3,28,287,107,0.1,0.26,0.26
com.google.protobuf:protobuf-java,javax.servlet:javax.servlet-api,30,152,281,0.2,0.11,0.2
com.google.protobuf:protobuf-java,org.apache.httpcomponents:httpcore,30,152,152,0.2,0.2,0.2
com.google.code.gson:gson,org.apache.logging.log4j:log4j-slf4j-impl,32,365,120,0.09,0.27,0.27
org.apache.httpcomponents:httpcore,org.apache.logging.log4j:log4j-api,28,152,158,0.18,0.18,0.18
org.apache.maven:maven-plugin-api,org.springframework:spring-context,23,156,240,0.15,0.1,0.15
javax.xml.bind:jaxb-api,mysql:mysql-connector-java,46,169,326,0.27,0.14,0.27
javax.servlet:servlet-api,org.apache.logging.log4j:log4j-slf4j-impl,2,158,120,0.01,0.02,0.02
org.apache.httpcomponents:httpclient,org.easymock:easymock,41,384,104,0.11,0.39,0.39
com.h2database:h2,org.springframework:spring-web,41,211,161,0.19,0.25,0.25
log4j:log4j,org.apache.commons:commons-text,14,296,103,0.05,0.14,0.14
org.hamcrest:hamcrest-library,org.springframework:spring-beans,24,136,151,0.18,0.16,0.18
com.alibaba:fastjson,commons-io:commons-io,79,207,614,0.38,0.13,0.38
com.alibaba:fastjson,org.springframework:spring-jdbc,24,207,130,0.12,0.18,0.18
javax.annotation:javax.annotation-api,org.assertj:assertj-core,22,122,243,0.18,0.09,0.18
javax.annotation:javax.annotation-api,org.apache.maven:maven-plugin-api,13,122,156,0.11,0.08,0.11
commons-logging:commons-logging,log4j:log4j,85,217,296,0.39,0.29,0.39
commons-logging:commons-logging,mysql:mysql-connector-java,60,217,326,0.28,0.18,0.28
com.squareup.okhttp3:okhttp,org.json:json,17,131,137,0.13,0.12,0.13
com.fasterxml.jackson.core:jackson-annotations,org.apache.logging.log4j:log4j-api,46,237,158,0.19,0.29,0.29
com.google.guava:guava,mysql:mysql-connector-java,158,680,326,0.23,0.48,0.48
javax.inject:javax.inject,org.easymock:easymock,13,109,104,0.12,0.13,0.13
com.fasterxml.jackson.core:jackson-core,org.hibernate:hibernate-core,33,287,114,0.11,0.29,0.29
com.fasterxml.jackson.core:jackson-core,com.google.guava:guava,167,287,680,0.58,0.25,0.58
com.google.protobuf:protobuf-java,org.apache.maven:maven-core,12,152,112,0.08,0.11,0.11
junit:junit,org.testng:testng,81,1314,158,0.06,0.51,0.51
mysql:mysql-connector-java,org.springframework:spring-web,59,326,161,0.18,0.37,0.37
org.bouncycastle:bcprov-jdk15on,org.postgresql:postgresql,23,106,134,0.22,0.17,0.22
com.h2database:h2,commons-codec:commons-codec,74,211,356,0.35,0.21,0.35
com.alibaba:fastjson,org.apache.commons:commons-text,13,207,103,0.06,0.13,0.13
com.alibaba:fastjson,junit:junit,106,207,1314,0.51,0.08,0.51
ch.qos.logback:logback-classic,org.slf4j:slf4j-api,303,381,795,0.8,0.38,0.8
org.slf4j:slf4j-log4j12,org.springframework:spring-web,64,301,161,0.21,0.4,0.4
com.google.inject:guice,org.bouncycastle:bcprov-jdk15on,8,114,106,0.07,0.08,0.08
commons-lang:commons-lang,org.javassist:javassist,36,271,132,0.13,0.27,0.27
org.apache.httpcomponents:httpcore,org.easymock:easymock,26,152,104,0.17,0.25,0.25
org.hsqldb:hsqldb,org.yaml:snakeyaml,19,120,143,0.16,0.13,0.16
org.apache.httpcomponents:httpclient,org.apache.logging.log4j:log4j-api,65,384,158,0.17,0.41,0.41
com.h2database:h2,org.springframework:spring-jdbc,50,211,130,0.24,0.38,0.38
org.apache.commons:commons-compress,org.apache.logging.log4j:log4j-core,23,121,202,0.19,0.11,0.19
org.apache.commons:commons-compress,org.easymock:easymock,13,121,104,0.11,0.13,0.13
io.netty:netty-all,org.testng:testng,10,125,158,0.08,0.06,0.08
com.alibaba:fastjson,org.apache.maven:maven-plugin-api,7,207,156,0.03,0.04,0.04
javax.annotation:javax.annotation-api,javax.validation:validation-api,28,122,110,0.23,0.25,0.25
javax.annotation:javax.annotation-api,mysql:mysql-connector-java,35,122,326,0.29,0.11,0.29
commons-logging:commons-logging,org.hamcrest:hamcrest-library,26,217,136,0.12,0.19,0.19
org.apache.zookeeper:zookeeper,org.powermock:powermock-module-junit4,14,107,118,0.13,0.12,0.13
ch.qos.logback:logback-core,org.openjdk.jmh:jmh-core,6,113,100,0.05,0.06,0.06
com.fasterxml.jackson.core:jackson-annotations,org.apache.logging.log4j:log4j-slf4j-impl,29,237,120,0.12,0.24,0.24
javax.inject:javax.inject,javax.servlet:javax.servlet-api,46,109,281,0.42,0.16,0.42
com.fasterxml.jackson.core:jackson-core,org.springframework:spring-beans,49,287,151,0.17,0.32,0.32
com.fasterxml.jackson.core:jackson-core,javax.inject:javax.inject,38,287,109,0.13,0.35,0.35
com.google.protobuf:protobuf-java,org.apache.zookeeper:zookeeper,38,152,107,0.25,0.36,0.36
com.google.protobuf:protobuf-java,org.springframework:spring-web,11,152,161,0.07,0.07,0.07
org.apache.logging.log4j:log4j-slf4j-impl,org.springframework:spring-webmvc,13,120,142,0.11,0.09,0.11
org.junit.jupiter:junit-jupiter-api,org.testng:testng,14,164,158,0.09,0.09,0.09
commons-lang:commons-lang,org.apache.zookeeper:zookeeper,43,271,107,0.16,0.4,0.4
org.assertj:assertj-core,org.hamcrest:hamcrest-all,24,243,138,0.1,0.17,0.17
org.apache.commons:commons-compress,org.springframework:spring-core,22,121,186,0.18,0.12,0.18
io.netty:netty-all,org.springframework:spring-jdbc,14,125,130,0.11,0.11,0.11
org.javassist:javassist,org.jsoup:jsoup,17,132,133,0.13,0.13,0.13
commons-collections:commons-collections,io.netty:netty-all,18,163,125,0.11,0.14,0.14
commons-logging:commons-logging,javax.servlet:javax.servlet-api,73,217,281,0.34,0.26,0.34
commons-logging:commons-logging,junit:junit,165,217,1314,0.76,0.13,0.76
ch.qos.logback:logback-classic,org.powermock:powermock-module-junit4,34,381,118,0.09,0.29,0.29
javax.inject:javax.inject,org.yaml:snakeyaml,22,109,143,0.2,0.15,0.2
org.hamcrest:hamcrest-core,org.testng:testng,16,137,158,0.12,0.1,0.12
org.junit.jupiter:junit-jupiter-engine,org.springframework:spring-web,19,200,161,0.1,0.12,0.12
com.google.code.gson:gson,org.springframework:spring-webmvc,41,365,142,0.11,0.29,0.29
org.apache.httpcomponents:httpcore,org.slf4j:jcl-over-slf4j,38,152,173,0.25,0.22,0.25
javax.xml.bind:jaxb-api,log4j:log4j,35,169,296,0.21,0.12,0.21
javax.servlet:servlet-api,org.springframework:spring-beans,31,158,151,0.2,0.21,0.21
javax.servlet:servlet-api,org.junit.jupiter:junit-jupiter-engine,11,158,200,0.07,0.06,0.07
org.apache.httpcomponents:httpclient,org.mockito:mockito-core,141,384,504,0.37,0.28,0.37
org.apache.commons:commons-collections4,org.springframework:spring-core,26,109,186,0.24,0.14,0.24
commons-cli:commons-cli,javax.servlet:javax.servlet-api,55,223,281,0.25,0.2,0.25
ch.qos.logback:logback-classic,org.hamcrest:hamcrest-library,48,381,136,0.13,0.35,0.35
com.fasterxml.jackson.core:jackson-databind,com.google.inject:guice,52,453,114,0.11,0.46,0.46
com.fasterxml.jackson.core:jackson-annotations,org.bouncycastle:bcprov-jdk15on,33,237,106,0.14,0.31,0.31
com.google.guava:guava,org.powermock:powermock-module-junit4,69,680,118,0.1,0.58,0.58
com.google.guava:guava,junit:junit,476,680,1314,0.7,0.36,0.7
commons-beanutils:commons-beanutils,org.hamcrest:hamcrest-core,29,163,137,0.18,0.21,0.21
commons-codec:commons-codec,org.apache.commons:commons-compress,71,356,121,0.2,0.59,0.59
mysql:mysql-connector-java,org.postgresql:postgresql,83,326,134,0.25,0.62,0.62
org.easymock:easymock,org.junit.jupiter:junit-jupiter-engine,12,104,200,0.12,0.06,0.12
commons-fileupload:commons-fileupload,commons-logging:commons-logging,49,148,217,0.33,0.23,0.33
com.h2database:h2,org.hsqldb:hsqldb,39,211,120,0.18,0.33,0.33
log4j:log4j,org.mockito:mockito-all,53,296,210,0.18,0.25,0.25
org.apache.commons:commons-compress,org.yaml:snakeyaml,34,121,143,0.28,0.24,0.28
commons-cli:commons-cli,org.apache.commons:commons-math3,42,223,107,0.19,0.39,0.39
ch.qos.logback:logback-classic,org.apache.logging.log4j:log4j-api,30,381,158,0.08,0.19,0.19
com.fasterxml.jackson.core:jackson-annotations,org.springframework:spring-core,56,237,186,0.24,0.3,0.3
org.apache.maven.plugin-tools:maven-plugin-annotations,org.apache.zookeeper:zookeeper,14,132,107,0.11,0.13,0.13
commons-beanutils:commons-beanutils,javax.inject:javax.inject,22,163,109,0.13,0.2,0.2
com.google.protobuf:protobuf-java,org.slf4j:slf4j-log4j12,48,152,301,0.32,0.16,0.32
com.google.protobuf:protobuf-java,org.eclipse.jetty:jetty-servlet,16,152,114,0.11,0.14,0.14
com.google.protobuf:protobuf-java,redis.clients:jedis,20,152,111,0.13,0.18,0.18
com.google.inject:guice,org.hsqldb:hsqldb,10,114,120,0.09,0.08,0.09
commons-lang:commons-lang,org.slf4j:slf4j-log4j12,88,271,301,0.32,0.29,0.32
mysql:mysql-connector-java,org.apache.commons:commons-collections4,31,326,109,0.1,0.28,0.28
org.easymock:easymock,org.hamcrest:hamcrest-all,16,104,138,0.15,0.12,0.15
org.projectlombok:lombok,org.slf4j:jcl-over-slf4j,20,233,173,0.09,0.12,0.12
org.assertj:assertj-core,org.junit.jupiter:junit-jupiter-engine,62,243,200,0.26,0.31,0.31
log4j:log4j,org.assertj:assertj-core,30,296,243,0.1,0.12,0.12
commons-cli:commons-cli,org.springframework:spring-jdbc,23,223,130,0.1,0.18,0.18
