repositoryName1,repositoryName2,intersection,similarity
fusesource/hawtjni,gmu-swe/phosphor,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
omnifaces/omnifaces,resthub/springmvc-router,"[api, javax, servlet, specs, standard]",0.71
mp911de/logstash-gelf,plutext/docx4j-ImportXHTML,[logging],1.0
gmu-swe/phosphor,shrinkwrap/resolver,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.73
npgall/cqengine,petterobam/database-oop,"[jdbc, sql, sqlite]",1.0
neophob/PixelController,shannah/Java-Objective-C-Bridge,[native],1.0
Sayi/poi-tl,nurkiewicz/async-retry,[logging],1.0
JnRouvignac/AutoRefactor,zhoumengkang/netty-restful-server,[logging],1.0
Idean/sonar-swift,sonar-next/sonar-swift,"[api, bridge, logging, plugin, sonar, testing]",1.0
OpenAPITools/openapi-diff,kilim/kilim,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.89
Hive2Hive/Hive2Hive,scorego/WechatRobot,[logging],1.0
jnr/jnr-ffi,mangstadt/ez-vcard,[github],1.0
arangodb/arangodb-java-driver,vassalengine/vassal,[logging],1.0
94fzb/zrlog,knowm/Sundial,"[api, javax, servlet, specs, standard]",0.71
fluent/fluent-logger-java,vassalengine/vassal,[logging],1.0
fluent/fluent-logger-java,pircbotx/pircbotx,[logging],1.0
farsunset/cim,netty/netty-incubator-codec-quic,"[io, native, netty, network, socket, transport]",0.75
Nilhcem/FakeSMTP,spotify/sparkey-java,[logging],1.0
xiaolongzuo/everyone-java-blog,xiaolongzuo/niubi-job,"[apache, api, coordination, distributed, hibernate, javax, mapping, orm, persistence, pooling, relational, security, servlet, specs, spring, standard, support, testing, transaction, upload, xml, zookeeper]",0.81
atomix/copycat,talsma-ict/umldoclet,[logging],1.0
Asqatasun/Asqatasun,Tanaguru/Tanaguru,"[apache, api, bytecode, commons, csv, database, font, framework, hibernate, html, instrumentation, javax, jdbc, mapping, migration, orm, parser, persistence, pooling, provider, relational, runner, servlet, specs, spring, sql, standard, support, tabular, testing, transaction, upload, validation, webservice, xml, xpath]",0.77
spring-petclinic/spring-petclinic-microservices,tobiasflohre/movie-database,"[admin, assets, bootstrap, spring, starter, web]",0.75
hyperledger/fabric-chaincode-java,scorego/WechatRobot,[logging],1.0
plutext/docx4j-ImportXHTML,zhoumengkang/netty-restful-server,[logging],1.0
asterisk-java/asterisk-java,mdeverdelhan/ta4j-origins,[logging],1.0
asterisk-java/asterisk-java,atomix/copycat,[logging],1.0
AzureAD/microsoft-authentication-library-for-java,fasseg/exp4j,[logging],1.0
Mindgamesnl/OpenAudioMc,zxbu/webdav-aliyundriver,"[client, http]",1.0
neophob/PixelController,peter-lawrey/Java-Thread-Affinity,[native],1.0
spotify/sparkey-java,ttddyy/datasource-proxy,[logging],1.0
highcharts/highcharts-export-server,thymeleaf/thymeleafexamples-springmail,"[api, javax, servlet, specs, standard, upload]",0.75
OpenAPITools/openapi-diff,paul-hammant/paranamer,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.89
StripesFramework/stripes,unidal/frameworks,"[api, javax, servlet, specs, standard, upload]",0.75
jenkinsci/bitbucket-branch-source-plugin,tumblr/jumblr,"[authentication, oauth]",1.0
graalvm/graalvm-demos,justauth/JustAuth,[sdk],1.0
FasterXML/jackson-dataformats-binary,dCache/nfs4j,[logging],1.0
jenkinsci/gerrit-trigger-plugin,medcl/elasticsearch-analysis-pinyin,"[api, junit, mock, mocking, module, testing]",0.75
Nilhcem/FakeSMTP,zhoumengkang/netty-restful-server,[logging],1.0
atomix/copycat,plutext/docx4j-ImportXHTML,[logging],1.0
apache/commons-logging,jcabi/jcabi-aspects,[logging],1.0
QSFT/Doradus,sosy-lab/java-smt,"[api, javax, servlet, specs, standard]",0.83
apache/maven-compiler-plugin,talios/clojure-maven-plugin,"[annotations, apache, build, build-system, codehaus, maven, metadata, plugin, tools]",1.0
AgNO3/jcifs-ng,hprose/hprose-java,"[api, javax, servlet, specs, standard]",1.0
elBukkit/MagicPlugin,kcctl/kcctl,[github],1.0
asakusafw/asakusafw,mdeverdelhan/ta4j-origins,[logging],1.0
johnlpage/POCDriver,kokorin/Jaffree,[logging],1.0
johnlpage/POCDriver,ps3mediaserver/ps3mediaserver,[logging],1.0
openjfx/javafx-maven-plugin,spotify/dockerfile-maven,"[annotations, apache, build, build-system, codehaus, maven, metadata, plugin, tools]",0.9
biojava/biojava,pivovarit/parallel-collectors,"[engine, junit, testing]",0.75
dunwu/java-tutorial,xuxueli/xxl-sso,"[api, javax, servlet, specs, standard]",1.0
FasterXML/jackson-jr,zhangyingwei/cockroach,"[client, http]",1.0
apache/systemds,ddf/Minim,"[apache, build, build-system, maven, plugin]",0.83
fluent/fluent-logger-java,mdeverdelhan/ta4j-origins,[logging],1.0
mariadb-corporation/mariadb-connector-j,ps3mediaserver/ps3mediaserver,[logging],1.0
amaembo/huntbugs,takari/takari-maven-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
Ekryd/sortpom,samaxes/minify-maven-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",1.0
feroult/yawp,samaxes/minify-maven-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.89
Luohuayu/CatServer,joniles/mpxj,"[jdbc, sql, sqlite]",1.0
hprose/hprose-java,k-tamura/easybuggy,"[api, javax, servlet, specs, standard]",0.83
BeelGroup/Docear-Desktop,jmapper-framework/jmapper-core,[xml],1.0
oldmanpushcart/greys-anatomy,red6/pdfcompare,[logging],1.0
haosdent/jcgroup,johnlpage/POCDriver,[logging],1.0
EOSEssentials/eos-java-rpc-wrapper,pengrad/java-telegram-bot-api,"[client, http, logging]",1.0
Sayi/poi-tl,ps3mediaserver/ps3mediaserver,[logging],1.0
kokorin/Jaffree,talsma-ict/umldoclet,[logging],1.0
sendgrid/sendgrid-java,stefanbirkner/system-rules,"[junit, testing]",1.0
finmath/finmath-lib,torakiki/sejda,"[engine, junit, testing]",0.75
knowm/Sundial,oracle/oracle-db-examples,"[api, javax, servlet, specs, standard]",1.0
OpenAPITools/openapi-diff,ulisesbocchio/jasypt-spring-boot,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.73
msemys/esjc,oskopek/javaanpr,[logging],1.0
RUB-NDS/BurpSSOExtension,beckchr/juel,[api],1.0
arangodb/arangodb-java-driver,spotify/sparkey-java,[logging],1.0
FasterXML/jackson-dataformats-text,lishid/OpenInv,"[analysis, annotations, defect, metadata]",1.0
cheese10yun/spring-guide,karcan/javaBootcamp,"[api, io, swagger]",1.0
SERG-Delft/jpacman-framework,biojava/biojava,"[engine, junit, testing]",1.0
SERG-Delft/jpacman-framework,barend/java-iban,"[engine, junit, testing]",1.0
amaembo/huntbugs,dodie/scott,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.89
alibaba/innodb-java-reader,signalapp/Signal-Server,"[apache, commons, csv, tabular]",0.8
apache/commons-logging,chhsiao90/nitmproxy,[logging],1.0
talsma-ict/umldoclet,zhoumengkang/netty-restful-server,[logging],1.0
scorego/WechatRobot,spotify/sparkey-java,[logging],1.0
preon/preon,qos-ch/slf4j,[bytecode],1.0
hprose/hprose-java,j-easy/easy-rules,"[api, javax, servlet, specs, standard]",0.71
HashDataInc/bireme,coinbase/coinbase-java,"[junit, mock, mocking, module, testing]",0.83
exoplatform/platform,tlaukkan/zigbee4java,"[api, javax, logging, portlet, specs, standard]",0.75
fasseg/exp4j,thiagolocatelli/parse4j,[logging],1.0
BeelGroup/Docear-Desktop,hneemann/Digital,[xml],1.0
JetBrains/intellij-samples,bernardosulzbach/dungeon,"[analysis, annotations, defect, metadata]",1.0
asakusafw/asakusafw,fasseg/exp4j,[logging],1.0
javaee/jax-rs-api,ozlerhakan/rapid,"[api, javaee, javax, specs, standard]",0.71
kilim/kilim,tbroyer/gwt-maven-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.73
dschulten/hydra-java,nacos-group/nacos-spring-project,"[api, javax, servlet, specs, spring, standard, testing]",0.78
knowm/Sundial,nacos-group/nacos-spring-project,"[api, javax, servlet, specs, standard]",0.71
StripesFramework/stripes,xuxueli/xxl-sso,"[api, javax, servlet, specs, standard]",0.83
94fzb/zrlog,bujiio/buji-pac4j,"[api, javax, servlet, specs, standard]",0.71
atomix/copycat,msemys/esjc,[logging],1.0
atomix/copycat,jagrosh/Vortex,[logging],1.0
QSFT/Doradus,bujiio/buji-pac4j,"[api, javax, servlet, specs, standard]",0.83
micronaut-projects/micronaut-examples,wangweiX/blockchain-java,[logging],1.0
HashDataInc/bireme,Pi4J/pi4j-v1,"[junit, mock, mocking, module, testing]",0.83
agoncal/agoncal-application-petstore-ee7,hapifhir/hapi-fhir-jpaserver-starter,"[assets, bootstrap, web]",0.75
asterisk-java/asterisk-java,j256/simplemagic,[logging],1.0
JetBrains/intellij-samples,yinwang0/pysonar2,"[analysis, annotations, defect, metadata]",1.0
AzureAD/microsoft-authentication-library-for-java,hyperledger/fabric-chaincode-java,[logging],1.0
AzureAD/microsoft-authentication-library-for-java,mariadb-corporation/mariadb-connector-j,[logging],1.0
goldmansachs/reladomo,hprose/hprose-java,"[api, javax, servlet, specs, standard]",1.0
sosy-lab/java-smt,xuxueli/xxl-sso,"[api, javax, servlet, specs, standard]",1.0
AdoptOpenJDK/mjprof,paultuckey/urlrewritefilter,[tools],1.0
JnRouvignac/AutoRefactor,thiagolocatelli/parse4j,[logging],1.0
nacos-group/nacos-spring-project,sosy-lab/java-smt,"[api, javax, servlet, specs, standard]",0.71
bujiio/buji-pac4j,j-easy/easy-rules,"[api, javax, servlet, specs, standard]",0.71
OpenAPITools/openapi-diff,sdbg/sdbg,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.89
evrignaud/fim,tabulapdf/tabula-java,"[apache, commons, csv, tabular]",0.8
deepdsl/deepdsl,ldbc/ldbc_snb_datagen_spark,"[jvm, language, library, scala]",1.0
Nilhcem/FakeSMTP,ps3mediaserver/ps3mediaserver,[logging],1.0
ps3mediaserver/ps3mediaserver,zhoumengkang/netty-restful-server,[logging],1.0
oldmanpushcart/greys-anatomy,plutext/docx4j-ImportXHTML,[logging],1.0
haosdent/jcgroup,pircbotx/pircbotx,[logging],1.0
spring-guides/gs-messaging-stomp-websocket,spring-projects-experimental/spring-fu,"[assets, bootstrap, web]",1.0
asakusafw/asakusafw,asterisk-java/asterisk-java,[logging],1.0
gmu-swe/phosphor,tada/pljava,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.89
liuyangming/ByteJTA,liuyangming/ByteTCC,"[apache, api, bytecode, client, cloud, coordination, distributed, framework, http, io, javax, native, netty, network, reactive, servlet, socket, specs, spring, standard, starter, streaming, transaction, transport, zookeeper]",0.83
JnRouvignac/AutoRefactor,ps3mediaserver/ps3mediaserver,[logging],1.0
Hive2Hive/Hive2Hive,dCache/nfs4j,[logging],1.0
paul-hammant/paranamer,trivago/cucable-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.73
zhangyingwei/cockroach,zxbu/webdav-aliyundriver,"[client, http]",1.0
Nilhcem/FakeSMTP,T-baby/MongoDB-Plugin,[logging],1.0
oskopek/javaanpr,spotify/netty-zmtp,[logging],1.0
amaembo/huntbugs,paul-hammant/paranamer,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.89
apache/commons-logging,twitter-archive/cloudhopper-smpp,[logging],1.0
scorego/WechatRobot,vassalengine/vassal,[logging],1.0
elBukkit/MagicPlugin,lejon/T-SNE-Java,[github],1.0
AzureAD/microsoft-authentication-library-for-java,atomix/copycat,[logging],1.0
javaee/jax-rs-api,javaeekickoff/java-ee-kickoff-app,"[api, javaee, javax, specs, standard]",0.83
kilim/kilim,sdbg/sdbg,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",1.0
jgitver/jgitver,xuxueli/xxl-job,"[codehaus, groovy, jvm, language]",1.0
davidmoten/rxjava2-jdbc,docbleach/DocBleach,"[analysis, annotations, defect, google, metadata]",1.0
OpenAPITools/openapi-diff,luontola/retrolambda,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.73
beckchr/juel,lmdbjava/benchmarks,[api],1.0
TheCoder4eu/BootsFaces-OSP,pac4j/spring-security-pac4j,"[api, javax, servlet, specs, standard]",1.0
fluent/fluent-logger-java,johnlpage/POCDriver,[logging],1.0
T-baby/MongoDB-Plugin,asakusafw/asakusafw,[logging],1.0
dandelion/dandelion-datatables,dschulten/hydra-java,"[api, javax, logging, servlet, specs, spring, standard, testing]",0.73
mcxiaoke/android-volley,wuman/android-oauth-client,[testing],1.0
plutext/docx4j-ImportXHTML,vassalengine/vassal,[logging],1.0
fasseg/exp4j,xSAVIKx/AndroidScreencast,[logging],1.0
apache/commons-collections,usethesource/capsule,"[engine, junit, testing]",1.0
luontola/retrolambda,mathieucarbou/license-maven-plugin,"[annotations, apache, build, build-system, codehaus, maven, metadata, plugin, tools]",0.9
mttkay/signpost,tomoya92/pybbs,"[authentication, oauth]",1.0
bujiio/buji-pac4j,unicode-org/cldr,"[api, javax, servlet, specs, standard]",0.83
Pi4J/pi4j-v1,coinbase/coinbase-java,"[junit, mock, mocking, module, testing]",0.71
jonashackt/spring-boot-vuejs,xuxueli/xxl-job,"[codehaus, groovy, jvm, language]",1.0
FasterXML/jackson-dataformats-binary,wangweiX/blockchain-java,[logging],1.0
java-deobfuscator/deobfuscator,lejon/T-SNE-Java,[github],1.0
oskopek/javaanpr,thiagolocatelli/parse4j,[logging],1.0
nokia/RED,shannah/Java-Objective-C-Bridge,[native],1.0
feroult/yawp,openjfx/javafx-maven-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.73
pircbotx/pircbotx,ttddyy/datasource-proxy,[logging],1.0
T-baby/MongoDB-Plugin,zhoumengkang/netty-restful-server,[logging],1.0
hprose/hprose-java,unicode-org/cldr,"[api, javax, servlet, specs, standard]",0.83
HashDataInc/bireme,aadnk/ProtocolLib,"[junit, mock, mocking, module, testing]",1.0
fasseg/exp4j,jcabi/jcabi-aspects,[logging],1.0
fasseg/exp4j,spotify/netty-zmtp,[logging],1.0
haosdent/jcgroup,hyperledger/fabric-chaincode-java,[logging],1.0
Stratio/deep-spark,viskell/viskell,"[api, junit, mock, mocking, module, testing]",1.0
mp911de/logstash-gelf,scorego/WechatRobot,[logging],1.0
jimbethancourt/RefactorFirst,sdbg/sdbg,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.73
gmu-swe/phosphor,mathieucarbou/license-maven-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.89
nielsbasjes/logparser,okleine/nCoAP,"[cli, parser]",1.0
msemys/esjc,spotify/netty-zmtp,[logging],1.0
jnr/jnr-ffi,jnr/jnr-unixsocket,[github],1.0
RojerAlone/shop,ZHENFENG13/ssm-demo,"[api, javax, servlet, specs, spring, standard, support, testing, transaction, upload]",0.91
Auties00/WhatsappWeb4j,tulskiy/jkeymaster,"[github, native]",1.0
javaweb-sec/javaweb-sec,thymeleaf/thymeleafexamples-springmail,"[api, javax, servlet, specs, spring, standard, support]",0.78
aadnk/ProtocolLib,jenkinsci/ec2-plugin,"[junit, mock, mocking, module, testing]",0.71
mohamicorp/stash-jenkins-postreceive-webhook,naver/volley-extensions,"[api, junit, mock, mocking, module, testing]",0.86
FasterXML/jackson-dataformats-text,davidmoten/rxjava2-jdbc,"[analysis, annotations, defect, metadata]",0.8
Ekryd/sortpom,openjfx/javafx-maven-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
asterisk-java/asterisk-java,twitter-archive/cloudhopper-smpp,[logging],1.0
SQLDroid/SQLDroid,greenrobot/essentials,[testing],1.0
GeyserMC/GeyserConnect,npgall/cqengine,"[jdbc, sql, sqlite]",1.0
asciidoctor/asciidoclet,zhegexiaohuozi/JsoupXpath,"[api, junit, mock, mocking, module, testing]",0.86
hyperledger/fabric-chaincode-java,plutext/docx4j-ImportXHTML,[logging],1.0
AgNO3/jcifs-ng,dunwu/java-tutorial,"[api, javax, servlet, specs, standard]",1.0
SafeGroceryStore/MDUT,npgall/cqengine,"[jdbc, sql, sqlite]",1.0
Sayi/poi-tl,spotify/netty-zmtp,[logging],1.0
JnRouvignac/AutoRefactor,postgis/postgis-java,[logging],1.0
OpenAPITools/openapi-diff,TNG/JGiven,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.73
eBay/parallec,spoofzu/DeepViolet,"[json, logging]",1.0
arangodb/arangodb-java-driver,ttddyy/datasource-proxy,[logging],1.0
SAP/SapMachine,openjdk/jdk17,"[api, ide, interface, module, netbeans, ui]",1.0
JThink/SkyEye,Syncleus/aparapi,"[jvm, language, library, scala]",1.0
FasterXML/jackson-dataformats-binary,atomix/copycat,[logging],1.0
fusesource/hawtdispatch,sonatype/m2eclipse-scala,"[jvm, language, library, scala]",1.0
Nilhcem/FakeSMTP,arangodb/arangodb-java-driver,[logging],1.0
mariadb-corporation/mariadb-connector-j,spotify/netty-zmtp,[logging],1.0
liuweiran900217/CloudCrypto,richardwilly98/elasticsearch-river-mongodb,[math],1.0
fasseg/exp4j,pircbotx/pircbotx,[logging],1.0
apache/maven-compiler-plugin,paul-hammant/paranamer,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.89
mangstadt/ez-vcard,smart-doc-group/smart-doc,[github],1.0
oldmanpushcart/greys-anatomy,thiagolocatelli/parse4j,[logging],1.0
dodie/scott,tunnelvisionlabs/antlr4cs,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
kokorin/Jaffree,mariadb-corporation/mariadb-connector-j,[logging],1.0
OpenAPITools/openapi-diff,talios/clojure-maven-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
SeanDragon/protools,codedrinker/community,"[client, http]",1.0
dCache/nfs4j,nurkiewicz/async-retry,[logging],1.0
ant-media/Ant-Media-Server,spring-cloud/spring-cloud-release,"[apache, build, build-system, maven, model]",0.71
sih4sing5hong5/google-sites-liberation,vmi/selenese-runner-java,"[cli, dependency-injection, google, parser]",0.8
mathieucarbou/license-maven-plugin,spotify/dockerfile-maven,"[annotations, apache, build, build-system, codehaus, maven, metadata, plugin, tools]",1.0
alibaba/jvm-sandbox,xuxueli/xxl-sso,"[api, javax, servlet, specs, standard]",0.71
rememberber/WePush,shzlw/poli,"[client, http, jdbc, sql, sqlite]",0.71
wangweiX/blockchain-java,xSAVIKx/AndroidScreencast,[logging],1.0
goldmansachs/reladomo,socketio/engine.io-server-java,"[api, javax, servlet, specs, standard]",0.83
johnlpage/POCDriver,micronaut-projects/micronaut-examples,[logging],1.0
Multiverse/Multiverse-Core,docbleach/DocBleach,"[analysis, annotations, defect, metadata]",0.8
jgitver/jgitver,jonashackt/spring-boot-vuejs,"[codehaus, groovy, jvm, language]",1.0
hyperledger/fabric-gateway-java,usethesource/capsule,"[engine, junit, testing]",0.75
arangodb/arangodb-java-driver,hyperledger/fabric-chaincode-java,[logging],1.0
paul-hammant/paranamer,tunnelvisionlabs/antlr4cs,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
apache/commons-logging,fasseg/exp4j,[logging],1.0
Ekryd/sortpom,gaul/modernizer-maven-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
fasseg/exp4j,mp911de/logstash-gelf,[logging],1.0
asterisk-java/asterisk-java,jcabi/jcabi-aspects,[logging],1.0
